variable,estimate,latitude,longitude
is_crime_los_angeles THEFT OF IDENTITY,1,34.065,-118.2418
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0693,-118.2718
is_crime_los_angeles THEFT OF IDENTITY,1,34.1794,-118.4355
is_crime_los_angeles BURGLARY,1,34.2251,-118.6467
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0612,-118.3836
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,34.0224,-118.2524
is_crime_los_angeles BURGLARY,1,33.7433,-118.2804
is_crime_los_angeles DISTURBING THE PEACE,1,34.3108,-118.441
is_crime_los_angeles THEFT OF IDENTITY,1,34.291,-118.5591
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,33.9994,-118.4303
is_crime_los_angeles THEFT OF IDENTITY,1,34.3253,-118.4299
is_crime_los_angeles BURGLARY,1,34.0291,-118.3669
is_crime_los_angeles CONSPIRACY,1,34.1152,-118.1991
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,33.98,-118.4384
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.1921,-118.5928
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2231,-118.4699
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.0953,-118.2696
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.1938,-118.5579
is_crime_los_angeles VIOLATION OF COURT ORDER,1,34.2121,-118.3899
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.7218,-118.2729
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,33.9678,-118.3003
is_crime_los_angeles THEFT OF IDENTITY,1,34.2318,-118.3919
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,34.174,-118.3965
is_crime_los_angeles BURGLARY,1,33.9759,-118.3897
is_crime_los_angeles BURGLARY,1,33.9655,-118.3025
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.015,-118.3536
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0392,-118.3526
is_crime_los_angeles THEFT OF IDENTITY,1,34.2281,-118.458
"is_crime_los_angeles EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1,33.9756,-118.2739
is_crime_los_angeles THEFT OF IDENTITY,1,34.1,-118.3044
is_crime_los_angeles BURGLARY,1,34.2409,-118.604
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.023,-118.351
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0145,-118.2937
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1077,-118.284
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0409,-118.2767
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,34.0432,-118.2877
is_crime_los_angeles VIOLATION OF COURT ORDER,1,34.1212,-118.2103
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,34.2263,-118.4476
is_crime_los_angeles LEWD CONDUCT,1,34.2629,-118.2923
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,33.988,-118.4703
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0616,-118.2586
is_crime_los_angeles PROWLER,1,33.9957,-118.4786
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.0397,-118.37
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2374,-118.4719
is_crime_los_angeles THEFT OF IDENTITY,1,34.0513,-118.3398
is_crime_los_angeles SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1,34.244,-118.5583
is_crime_los_angeles VEHICLE - STOLEN,1,34.0006,-118.2959
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1827,-118.5903
is_crime_los_angeles VEHICLE - STOLEN,1,34.1043,-118.3224
is_crime_los_angeles THEFT OF IDENTITY,1,33.7152,-118.3084
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1144,-118.2561
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1504,-118.3877
is_crime_los_angeles VEHICLE - STOLEN,1,34.2354,-118.3957
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0526,-118.2916
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.874,-118.2884
is_crime_los_angeles VEHICLE - STOLEN,1,34.0128,-118.3447
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,33.9924,-118.2674
is_crime_los_angeles BURGLARY,1,33.8791,-118.2912
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.174,-118.379
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0071,-118.3477
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0416,-118.262
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.2035,-118.571
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.166,-118.5535
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0944,-118.3375
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0345,-118.2256
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.0328,-118.323
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,33.737,-118.3034
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0692,-118.2792
is_crime_los_angeles THEFT OF IDENTITY,1,34.0237,-118.3002
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0622,-118.3408
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0688,-118.3505
is_crime_los_angeles THEFT OF IDENTITY,1,34.3156,-118.4408
"is_crime_los_angeles EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1,34.0846,-118.3464
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.2023,-118.6421
is_crime_los_angeles THEFT OF IDENTITY,1,34.2038,-118.619
is_crime_los_angeles THEFT OF IDENTITY,1,34.2467,-118.5112
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0565,-118.4191
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2541,-118.2886
is_crime_los_angeles THEFT OF IDENTITY,1,34.2012,-118.5524
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1667,-118.4168
is_crime_los_angeles THEFT OF IDENTITY,1,34.082,-118.3703
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0478,-118.3267
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9563,-118.3805
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,34.196,-118.4575
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0413,-118.2916
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1567,-118.4771
"is_crime_los_angeles BUNCO, GRAND THEFT",1,33.983,-118.3206
is_crime_los_angeles THEFT OF IDENTITY,1,34.1649,-118.4475
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1206,-118.4315
is_crime_los_angeles PANDERING,1,34.1987,-118.6321
is_crime_los_angeles BURGLARY,1,34.296,-118.5632
"is_crime_los_angeles BUNCO, PETTY THEFT",1,34.243,-118.5705
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,33.7433,-118.2923
is_crime_los_angeles BURGLARY,1,34.0547,-118.4301
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0268,-118.2896
is_crime_los_angeles THEFT OF IDENTITY,1,33.9962,-118.4483
is_crime_los_angeles VIOLATION OF COURT ORDER,1,34.2264,-118.5432
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.1569,-118.6058
is_crime_los_angeles VIOLATION OF COURT ORDER,1,34.0415,-118.3432
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0448,-118.2474
is_crime_los_angeles THEFT OF IDENTITY,1,34.0086,-118.2474
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0305,-118.4348
is_crime_los_angeles THEFT OF IDENTITY,1,34.1649,-118.3704
is_crime_los_angeles VEHICLE - STOLEN,1,34.0211,-118.1966
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.1504,-118.4073
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,34.0112,-118.2459
is_crime_los_angeles THEFT OF IDENTITY,1,34.2589,-118.5006
is_crime_los_angeles THEFT OF IDENTITY,1,34.0585,-118.2403
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0934,-118.2961
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.1774,-118.3991
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0416,-118.262
"is_crime_los_angeles BUNCO, GRAND THEFT",1,33.9635,-118.298
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,34.0224,-118.2524
is_crime_los_angeles BURGLARY,1,34.0398,-118.3697
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0134,-118.4317
is_crime_los_angeles THEFT OF IDENTITY,1,33.9265,-118.2903
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9659,-118.3943
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1123,-118.2853
is_crime_los_angeles UNAUTHORIZED COMPUTER ACCESS,1,34.0763,-118.5518
is_crime_los_angeles BRANDISH WEAPON,1,34.0848,-118.2712
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.1888,-118.4837
is_crime_los_angeles VEHICLE - STOLEN,1,34.2498,-118.3787
is_crime_los_angeles INDECENT EXPOSURE,1,34.0364,-118.1955
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.201,-118.5732
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.1032,-118.3348
is_crime_los_angeles THEFT OF IDENTITY,1,33.9311,-118.2664
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,33.7847,-118.2675
is_crime_los_angeles BURGLARY,1,34.2229,-118.3776
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0545,-118.3061
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0426,-118.3764
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.2085,-118.3965
is_crime_los_angeles THEFT OF IDENTITY,1,34.0431,-118.3482
is_crime_los_angeles FALSE POLICE REPORT,1,34.1794,-118.4509
is_crime_los_angeles THEFT OF IDENTITY,1,34.0318,-118.2388
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2085,-118.3904
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0155,-118.3023
is_crime_los_angeles THEFT OF IDENTITY,1,34.244,-118.4502
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0889,-118.3386
is_crime_los_angeles THEFT OF IDENTITY,1,34.1203,-118.2143
is_crime_los_angeles THEFT OF IDENTITY,1,34.0708,-118.2155
is_crime_los_angeles THEFT OF IDENTITY,1,34.0869,-118.299
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.2464,-118.4477
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.0407,-118.268
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,33.78,-118.3021
is_crime_los_angeles THEFT OF IDENTITY,1,34.2306,-118.5907
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1864,-118.6234
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0485,-118.4657
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,34.1976,-118.4574
is_crime_los_angeles THEFT OF IDENTITY,1,34.103,-118.2169
is_crime_los_angeles THEFT OF IDENTITY,1,33.9992,-118.3068
is_crime_los_angeles THEFT OF IDENTITY,1,34.1956,-118.5771
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.0325,-118.4176
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0147,-118.35
is_crime_los_angeles BURGLARY,1,34.0374,-118.374
is_crime_los_angeles BURGLARY,1,34.027,-118.3662
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9427,-118.4052
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,33.9713,-118.2739
is_crime_los_angeles THEFT OF IDENTITY,1,33.9825,-118.3568
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0461,-118.4228
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0385,-118.2437
is_crime_los_angeles VEHICLE - STOLEN,1,34.0509,-118.2979
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2866,-118.5754
is_crime_los_angeles SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,34.2607,-118.6025
is_crime_los_angeles BURGLARY,1,34.2012,-118.3834
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1922,-118.3823
is_crime_los_angeles VEHICLE - STOLEN,1,33.9638,-118.2651
is_crime_los_angeles THEFT OF IDENTITY,1,34.1994,-118.4837
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0808,-118.2655
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1262,-118.3193
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.153,-118.4406
is_crime_los_angeles BURGLARY,1,34.0141,-118.3501
is_crime_los_angeles BURGLARY,1,34.1703,-118.429
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2482,-118.4267
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0002,-118.2783
is_crime_los_angeles THEFT OF IDENTITY,1,34.3241,-118.4795
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.1576,-118.4138
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0439,-118.2262
is_crime_los_angeles THEFT OF IDENTITY,1,34.037,-118.4351
is_crime_los_angeles SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1,34.1436,-118.3929
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.0665,-118.3662
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0462,-118.2628
is_crime_los_angeles THEFT OF IDENTITY,1,34.1016,-118.3252
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1973,-118.4116
is_crime_los_angeles THEFT OF IDENTITY,1,34.1737,-118.6386
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0448,-118.2474
is_crime_los_angeles THEFT OF IDENTITY,1,34.0806,-118.2176
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1731,-118.658
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0044,-118.3257
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0005,-118.4373
is_crime_los_angeles BURGLARY,1,34.0944,-118.3125
is_crime_los_angeles THEFT OF IDENTITY,1,34.014,-118.3089
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1429,-118.403
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.1704,-118.4103
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9579,-118.402
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.2172,-118.472
is_crime_los_angeles THEFT OF IDENTITY,1,34.1937,-118.3748
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1685,-118.6058
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0396,-118.259
is_crime_los_angeles THEFT OF IDENTITY,1,34.2217,-118.4797
is_crime_los_angeles BURGLARY,1,33.7904,-118.2777
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0735,-118.2856
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0435,-118.2471
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2027,-118.574
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0057,-118.2635
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0491,-118.4633
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0772,-118.2584
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0727,-118.2637
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,33.9883,-118.3024
is_crime_los_angeles THEFT OF IDENTITY,1,34.0007,-118.298
is_crime_los_angeles THEFT OF IDENTITY,1,33.9664,-118.309
is_crime_los_angeles INDECENT EXPOSURE,1,34.2231,-118.4553
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.1042,-118.3088
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1811,-118.3615
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1613,-118.4008
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9451,-118.4029
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0688,-118.3505
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0633,-118.3473
is_crime_los_angeles BIKE - STOLEN,1,34.1686,-118.5186
is_crime_los_angeles THEFT OF IDENTITY,1,34.0651,-118.2116
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0568,-118.2891
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.2445,-118.4155
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0272,-118.3977
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0121,-118.2768
"is_crime_los_angeles RAPE, FORCIBLE",1,34.1722,-118.3764
is_crime_los_angeles ORAL COPULATION,1,34.1199,-118.2256
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0479,-118.2612
is_crime_los_angeles BURGLARY,1,34.1395,-118.2163
"is_crime_los_angeles BUNCO, PETTY THEFT",1,34.1491,-118.4377
is_crime_los_angeles THEFT OF IDENTITY,1,34.2589,-118.6137
is_crime_los_angeles THEFT OF IDENTITY,1,34.0636,-118.3047
is_crime_los_angeles THEFT OF IDENTITY,1,34.2067,-118.389
is_crime_los_angeles THEFT OF IDENTITY,1,34.2374,-118.466
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2736,-118.3939
"is_crime_los_angeles BUNCO, PETTY THEFT",1,34.1957,-118.5373
"is_crime_los_angeles BUNCO, GRAND THEFT",1,33.9956,-118.419
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0555,-118.2647
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,34.2542,-118.2932
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0992,-118.3414
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.2534,-118.6072
is_crime_los_angeles THEFT OF IDENTITY,1,34.0983,-118.2196
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0079,-118.4318
is_crime_los_angeles THEFT OF IDENTITY,1,34.0751,-118.2157
is_crime_los_angeles BURGLARY,1,34.0388,-118.2786
is_crime_los_angeles THEFT OF IDENTITY,1,34.0467,-118.2485
is_crime_los_angeles THEFT OF IDENTITY,1,34.2785,-118.5429
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0565,-118.4157
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,34.1629,-118.5263
is_crime_los_angeles BURGLARY,1,34.0736,-118.3522
is_crime_los_angeles THEFT OF IDENTITY,1,34.2975,-118.4528
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0303,-118.284
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.2202,-118.3585
is_crime_los_angeles THEFT OF IDENTITY,1,34.1737,-118.6386
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0689,-118.3357
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0448,-118.2474
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.1194,-118.1889
is_crime_los_angeles THEFT OF IDENTITY,1,34.0463,-118.3387
is_crime_los_angeles VEHICLE - STOLEN,1,34.2012,-118.4356
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9587,-118.3805
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1577,-118.3659
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,34.028,-118.2473
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.0998,-118.3211
is_crime_los_angeles THEFT OF IDENTITY,1,33.8315,-118.3038
is_crime_los_angeles VEHICLE - STOLEN,1,34.2128,-118.5913
"is_crime_los_angeles BUNCO, PETTY THEFT",1,34.1075,-118.197
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2613,-118.5234
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0143,-118.4149
is_crime_los_angeles BURGLARY,1,34.0017,-118.4608
is_crime_los_angeles PICKPOCKET,1,34.0359,-118.2522
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,34.0076,-118.2635
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.098,-118.3314
is_crime_los_angeles BURGLARY,1,34.2598,-118.3274
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1621,-118.4738
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0382,-118.2876
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2013,-118.4644
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.1849,-118.4095
is_crime_los_angeles THEFT OF IDENTITY,1,34.1633,-118.44
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.2248,-118.4488
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0665,-118.4534
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1883,-118.6274
is_crime_los_angeles VEHICLE - STOLEN,1,34.0463,-118.2515
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0552,-118.3979
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0867,-118.3136
is_crime_los_angeles THEFT OF IDENTITY,1,34.2012,-118.5524
is_crime_los_angeles THEFT OF IDENTITY,1,33.9829,-118.3279
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1722,-118.4019
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.1685,-118.6058
is_crime_los_angeles CONTEMPT OF COURT,1,34.1754,-118.3943
is_crime_los_angeles THEFT OF IDENTITY,1,33.7412,-118.2924
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0109,-118.3112
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2299,-118.4517
is_crime_los_angeles STALKING,1,34.0178,-118.3232
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.0375,-118.4622
is_crime_los_angeles BURGLARY,1,34.0148,-118.3222
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9703,-118.2783
is_crime_los_angeles BURGLARY,1,34.0207,-118.2837
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,34.0598,-118.2904
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0667,-118.2871
is_crime_los_angeles THEFT OF IDENTITY,1,34.037,-118.2777
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.2346,-118.5403
is_crime_los_angeles BURGLARY,1,34.0354,-118.446
is_crime_los_angeles BURGLARY,1,34.0944,-118.318
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9971,-118.4603
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.2429,-118.3887
is_crime_los_angeles BURGLARY,1,34.1346,-118.3601
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,33.8429,-118.3092
is_crime_los_angeles THEFT OF IDENTITY,1,34.1775,-118.5337
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0253,-118.2381
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2142,-118.5118
is_crime_los_angeles CHILD PORNOGRAPHY,1,34.2865,-118.5052
"is_crime_los_angeles BUNCO, PETTY THEFT",1,34.0737,-118.3029
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0226,-118.2539
is_crime_los_angeles THEFT OF IDENTITY,1,34.1959,-118.5317
